stadium_id,stadium_name,city,field_type,country_name
407,VILLANUEVA Enrique Porta,Madrid,"Hierba Natural Árbitro: MEJJOUD BOUKHAL, KHALID",
1295,IPINTZA (H.A.),Madrid,Hierba Artificial,
1299,MARTUTENE (H.A.),Donostia / San Sebastián,Hierba Artificial,
1333,MASTEGI (H.A.),Madrid,Hierba Artificial,
1334,MATZADA (H.A.),Bera,Hierba Artificial,
1702,TABIRA (H.A.),Durango,Hierba Artificial,
1937,ELLAKURI,Laudio / Llodio,"Hierba Artificial Árbitro: PRADO DIAZ, AMETS",
67641,San Blas (anexo 1) / Cabanillas del Campo,Cabanillas del Campo,"CESPED ARTIFICIAL Árbitro: MARQUEZ RUIZ DE MIER, ENRIQUE",
47692551,Estadio Municipal Román Suárez Puerta,Avilés,,
577655176,Estadio Romano José Fouto,Mérida,Hierba Natural,
634471625,Estadio Municipal El Prado,Talavera de la Reina,Hierba Natural,
73456380,Campo de Futbol Fernando Tomas F-11 Campo 3,Vitoria-Gasteiz,,
814314302,Campo Futbol Miquel Soler Parque Dptvo. Sindical F-11 Castellón,Castelló de la Plana / Castellón de la Plana,,
98423588,Estadio Alfredo Di Stéfano,Madrid,Hierba Natural,
552400157,Estadio Ruta de la Plata,Zamora,Hierba Natural,
202864292,Ciudad Dptva. Valencia CF F-11 Campo 1,Legutio,,
130451,POL.SA TORRE F-11 (Manacor),,"CESPED ARTIFICIAL Árbitro: DIAZ SOTO, LUIS MIGUEL",
233230183,Campo Salesianos Don Bosco F-11 Valencia,Legutio,,
251931928,Estadio Municipal Santo Domingo,Alcorcón,Hierba Natural,
300902889,Ciudad Dptva. Elche Campo 5 Palmeral D'Elx F-11,Legutio,,
129019512,Estadio Municipal Nuevo Mirador,Algeciras,Hierba Natural,
397493285,Ciudad Dptva. Chencho Campo A F-11 Castellón,Castelló de la Plana,,
27523554,Estadio La Cartuja Sevilla,Sevilla,Hierba Natural,
441996072,Ciudad Dptva. Chencho Campo C F-11 Castellón,Castelló,,
371119043,Nuevo Estadio Pepico Amat,Elda,,
605292091,Ciudad Dptva. Elche Campo 1 José Pastor F-11,Legutio,,
485655031,Estadio Municipal El Pozuelo,Torremolinos,Hierba Natural,
651246226,Polideportivo Mpal. Joan Girbes F-11,Legutio,,
89866729,Estadi Municipal Can Misses,Eivissa,Hierba Natural,
404385601,Ciudad Dptva. del Levante U.D. F-11 Mini Estadi,Buñol,Hierba Natural,
705862023,Campos Sismat de Elda F-11 Campo 2,Legutio,,
800449078,Nou Estadi Costa Daurada,Tarragona,Hierba Natural,
818132298,Campo de Futbol Mpal. San Gregorio F-11 Campo B,Ataún,,
3235,GALINDO,Valencia,Hierba Artificial,
4244,BASOZABAL 1,Belako,Hierba Natural,
4361,BOLUE 2,Getxo,Hierba Artificial,
464183,C.F.A. OSCAR FLE - Campo 4,Madrid,"Hierba Artificial Árbitro: DE LOS RIOS ALVARIÑO, VICTOR",
811631,Campo de Fútbol de la Pista de Atletismo Municipal - Almansa (ARTIFICIAL),Almansa,"CESPED ARTIFICIAL Árbitro: GOMEZ LINARES, ANDRES",
2002361,TERUEL-Antiguo federativo,Teruel,"Hierba Artificial Árbitro: EL MAZRAOUI, ILYAS",
3803685,CAMP DE FUTBOL SOR SERAFINA F-7A,Madrid,"CESPED ARTIFICIAL Árbitro: MOREY GARCIA, VICTOR MANUEL",
22576293,ATSOBAKAR (H.A.),Lasarte,Hierba Artificial,
165933873,Campo San Lorenzo Alguazas,Mula,Hierba Artificial,
4202,ELEXALDE,,Hierba Artificial,
130529,CAMP MUNICIPAL SANT MIQUEL DE CIUTADELLA,,"CESPED ARTIFICIAL Árbitro: GONZALEZ ALMAGRO, MARINA",
5240,ASTOLA 1,,Hierba Artificial,
427670282,Nuevo Estadio Castalia,Castellón De La Plana,Hierba Natural,
251122699,Nuevo Arcángel,Córdoba,Hierba Natural,
378052979,Anoeta,San Sebastián-Donostia,Hierba Natural,
718681122,Estadio Alfonso Murube,Ceuta,Hierba Natural,
980785938,Estadio Reino de León,León,Hierba Natural,
882680834,Estadio El Sardinero,Santander,Hierba Natural,
437000833,Estadio de los Juegos Mediterráneos,Almería,Hierba Natural,
72884973,Estadio Nuevo Los Cármenes,Granada,Hierba Natural,
203356780,Estadio Municipal de Riazor,A Coruña,Hierba Natural,
853870334,Estadio Modular,Zaragoza,Real Zaragoza - Hierba Natural,
693939910,Estadio Municipal de Butarque,Leganés,Hierba Natural,
491908374,San Mamés,Bilbao,Hierba Natural,
122594740,Estadio Metropolitano,Madrid,Hierba Natural,
491692420,Estadio Martínez Valero,Elche,Hierba Natural,
929038882,Estadio Ciutat de Valencia,Valencia,Hierba Natural,
129916177,Estadio de Vallecas,Madrid,Hierba Natural,
682883213,Carlos Tartiere,Oviedo,Hierba Natural,
338784482,Estadio El Sadar,Pamplona,Hierba Natural,
148935321,Estadio Ramón Sánchez-Pizjuán,Sevilla,Hierba Natural,
614085438,Estadio Heliodoro Rodríguez López,Santa Cruz de Tenerife,Hierba Natural,
472142635,Campo Municipal de Espiñedo,Carballiño (O),Hierba Natural,
819165621,Estadio Balaidos,Vigo,Hierba Natural,
224734259,Campo Municipal A Malata,Ferrol,Hierba Natural,
514405492,Instalaciones Deportivas de Lezama,Lezama,Hierba Natural,
438387215,Estadi Municipal Nova Creu Alta,Sabadell,Hierba Natural,
416631774,Campo Pinilla,Teruel,Hierba Natural,
313305376,Cdad. Dva. José Manuel Llaneza,Vila-real,Mini Estadi,
50191,Municipal Paco Moreno del Vencejero- La Roda,,"HIERBA NATURAL Árbitro: ESCOBAR GARCIA, MARCOS",
6,BASARTE,,"Hierba Natural Árbitro: EGUIGUREN ARTECHE, JON",
739896884,Estadio Municipal Carlos Belmonte,Albacete,Hierba Natural,
136348543,Nou Estadi Encamp,,Hierba Natural,
699475564,Estadio Municipal Nuevo Mirandilla,Cádiz,Hierba Natural,
739420238,Estadio de Gran Canaria,Las Palmas de Gran Canaria,Hierba Natural,
75211430,Estadio La Rosaleda,Málaga,Hierba Natural,
342201071,Estadio Reino de León,León,Hierba Natural,
398938574,Estadio El Alcoraz,Huesca,Hierba Natural,
83522859,Estadio Municipal de Ipurua,Eibar,Hierba Natural,
156732739,Estadio José Zorrilla,Valladolid,Hierba Natural,
328312128,Estadio Municipal de Anduva,Miranda de Ebro,Hierba Natural,
879735654,Estadio Municipal El Molinón-Enrique Castro «Quini»,Gijón,,
780553492,Estadio Alfonso Murube,Ceuta,Hierba Natural,
595373712,Instalaciones de Zubieta Z7 H.N.,San Sebastián-Donostia,Hierba Natural,
220293040,Estadio Nuevo Los Cármenes,Granada,Hierba Natural,
505098437,Nuevo Estadio Castalia,Castellón De La Plana,Hierba Natural,
897354511,Estadio Municipal de Riazor,A Coruña,Hierba Natural,
314764099,Estadio de los Juegos Mediterráneos,Almería,Hierba Natural,
433001139,Estadio El Sardinero,Santander,Hierba Natural,
211428207,Estadio Modular,Zaragoza,Real Zaragoza - Hierba Natural,
675120185,Estadio Municipal El Plantío,Burgos,Hierba Natural,
370815065,Nuevo Arcángel,Córdoba,Hierba Natural,
638641906,Estadio Municipal de Butarque,Leganés,Hierba Natural,
724733100,Mendizorrotza,Vitoria-Gasteiz,Hierba Natural,
934737345,Estadio La Cartuja Sevilla,Sevilla,Hierba Natural,
427770385,Campo Municipal de Fadura,Getxo,Hierba Natural,
373001445,Estadio Principe Felipe,Cáceres,Hierba Natural,
790481931,Estadio Anxo Carro,Lugo,Hierba Natural,
867864857,Estadio Municipal Reina Sofía,Salamanca,Hierba Natural,
517887205,Estadio Municipal El Toralín,Ponferrada,Hierba Natural,
466046142,Estadio Municipal de Pasarón,Pontevedra,Hierba Natural,
282956174,Instalaciones de Tajonar H1,Aranguren,Hierba Natural,
240096249,Ciudad Deportiva Málaga CF Campo HA 4,Legutio,Hierba Artificial,
606139985,Ciudad Dptva. Valencia CF F-11 Estadio Antonio Puchades,Legutio,,
742508155,Ciudad Dptva. de Alicante F-11,Legutio,,
965057847,Ciutat de L`Esport Parc Central F-11 Torrent Campo 1,Legutio,,
4169,SAN VICENTE C.D.M.,San Vicente de Barakaldo,Hierba Artificial,
4191,IBAIONDO-DERIO,Elexalde Derio,Hierba Artificial,
4213,URBIETA 1 - Gernika,Gernika-Lumo,Hierba Artificial,
4227,BARROETA,Barroeta,Hierba Artificial,
4252,GAZITUAGA,Zamudio,Hierba Natural,
4271,PARQUE RIVAS,Rivas-Vaciamadrid,Hierba Artificial,
4364,SARRIENA 4,Sarriena,Hierba Natural,
4393,ETXEZURI,Landa,Hierba Artificial,
4889,ZALDUPE,Ondarroa,Hierba Artificial,
50182,Complejo Dtvo. Santa Ana - Hellín,Hellín,"CESPED ARTIFICIAL Árbitro: GOMEZ LINARES, ANDRES",
50205,Ptvo. Juan Carlos I (C.Real),Ciudad Real,"HIERBA NATURAL Árbitro: ALONSO SALCEDO, ALEJANDRO",
50210,Estadio Municipal Paco Galvez de Tomelloso,Tomelloso,"CESPED ARTIFICIAL Árbitro: GOMEZ-MIGUEL GONZALEZ, ALVARO",
50259,Ptvo. Municipal - San Clemente,San Clemente,"CESPED ARTIFICIAL Árbitro: TARJUELO QUIJORNA, RAUL",
61001,Diego Mateo Zarra - Talavera,Talavera de la Reina,"CESPED ARTIFICIAL Árbitro: MUÑOZ MENDEZ, JUAN M.",
61289,Estadio Municipal - Miguelturra,Miguelturra,"CESPED ARTIFICIAL Árbitro: ROMAN GARCIA, FELIPE",
110462,P.M. FRED GALIANA DE QUINTANAR ORDEN,Quintanar de la Orden,"MATERIAL SINTÉTICO Árbitro: NIETO AGUADO, BASILIO",
130434,C.SALLISTA ( Inca) F-11,Inca,"CESPED ARTIFICIAL Árbitro: MUNTANER RUIZ, PAU",
130439,POL. LA SALLE,Santa Cruz de Tenerife,"CESPED ARTIFICIAL Árbitro: MUNTANER RUIZ, PAU",
130492,CAMP DE FUTBOL SOR SERAFINA F-11,Madrid,"CESPED ARTIFICIAL Árbitro: RODRIGUEZ CHRISTIANSEN, ALEJANDRO",
130720,CAN MISSES-2,Eivissa,"CESPED ARTIFICIAL Árbitro: ORTIN RODRIGUEZ, SERGIO",
130731,SANT RAFEL DE SA CREU,Sant Rafel de Forca,"CESPED ARTIFICIAL Árbitro: TUR SILVERIO, MIQUEL",
453260,ALMOZARA (antiguo El Carmen)-C.M.F.,Zaragoza,"Hierba Artificial Árbitro: FERRER COLLADO, DAVID",
475838,MONZON Antonio Alcubierre,Alcubierre,"Hierba Artificial Árbitro: LOSFABLOS MESTRE, ALEJANDRO",
22313842,OLVEGA El Moral - Anexo,Ólvega,"Hierba Natural Árbitro: BARTOLOME ESTEBAN, PEDRO",
70771588,Estadio Balaidos,Vigo,Hierba Natural,
912902186,RCDE Stadium,Barcelona,Hierba Natural,
303963005,Coliseum Getafe,Getafe,Hierba Natural,
43812665,Estadi Mallorca Son Moix,Palma de Mallorca,Hierba Natural,
464211381,Estadio Santiago Bernabeu,Madrid,Hierba Natural,
95187756,Camp de Mestalla,Valencia,Hierba Natural,
509505924,Estadi Montilivi,Girona,Hierba Natural,
916556098,Estadio de la Cerámica,Vila-real,Hierba Natural,
955456146,Estadio de O Couto,Ourense,Hierba Natural,
602501698,Nuevo Estadio Lasesarre,Barakaldo,,
279569561,Estadio Pedro Escartín,Guadalajara,Hierba Natural,
462495,C.F.A. OSCAR FLE -Estadio PEDRO SANCHO SANCHO,,"Hierba Artificial Árbitro: HIDALGO SANDINO, SANTIAGO",
254525918,Dama de Noche Football,Marbella,Banús Football Center - Hierba Natural,
388274905,Estadio José Rico Pérez,Alicante,Hierba Natural,
964954524,Estadio Can Dragó,Barcelona,Hierba Natural,
338016850,Nuevo Estadio El Maulí,Antequera,Hierba Natural,
834631220,Estadio El Palmar -,Cádiz,,
215710945,Ciudad Deportiva,Sevilla,Estadio Jesús Navas - Hierba Natural,
109344797,Polideportivo Municipal Tarazona,Tarazona,Hierba Artificial,
830495196,Estadio Atlético de Madrid CD Alcalá de Henares,Alcalá De Henares,Hierba Natural,
961914084,Estadio Municipal Cartagonova,Cartagena,Hierba Natural,
514630023,Estadio Nueva Condomina,Murcia,Hierba Natural,
50183,"Campo de Fútbol Municipal ""Paco Simón"" - Almansa (NATURAL)",,"HIERBA NATURAL Árbitro: DIAZ-PORTALES RUIZ, MIGUEL",
50217,Sánchez Menor - Puertollano,,"HIERBA NATURAL Árbitro: MARTINEZ SANTIAGO, DANIEL",
130010,NOU CAMP DE INCA 1,Inca,"CESPED NATURAL Árbitro: HIDALGO FUSTER, DANIEL",
130486,CAMP D'ES MOLETER ( Sant Llorenç) F-11,Sant Llorenç des Cardassar,"CESPED ARTIFICIAL Árbitro: CORBELLE HUELIN, ADRIAN",
130523,CAMP MUNICIPAL SANT ANTONI DE CIUTADELLA,Ciutadella,"CESPED ARTIFICIAL Árbitro: MOLL MOLL, VICTOR",
475963,CIUDAD DEPORTIVA R.Z. - 3,Madrid,"Hierba Artificial Árbitro: HIDALGO SANDINO, SANTIAGO",
2236284,Municipal Angel Luengo - Noblejas (ARTIFICIAL),Noblejas,"CESPED ARTIFICIAL Árbitro: ET TABET HABOUS, AYOUB",
396,JOAQUÍN GONZÁLEZ,,"Hierba Artificial Árbitro: FUENTES SUILS, DIEGO",
100122,Municipal nº 4- Albacete,,"CESPED ARTIFICIAL Árbitro: SANCHEZ MORENO, ALEJANDRO",
280036292,Campo Futbol La Oliva,Santurtzi,,
784196120,Ciudad Dptva. del Levante U.D. F-11 Campo 4,Legutio,,
916728908,Instalación deportiva Vereda de Ganapanes,Legutio,,
966073962,Nou Estadi Encamp,Legutio,Hierba Natural,
2,AMETSA,Madrid,"Hierba Artificial Árbitro: ORTIZ GONZÁLEZ, ADRIAN",
7,J. GASTAMINZA (H.N.),Madrid,"Hierba Natural Árbitro: ALONSO MARTIN, ENEKO",
53,BETOÑO Nº 1,Vitoria-Gasteiz,"Hierba Natural Árbitro: EL HELOUI OULAD ELKADI, HAKIM",
163,LA AZUCARERA-C.M.F.,Zaragoza,"Hierba Artificial Árbitro: MUÑOZ YAGO, JOSE ENRIQUE",
170,J. GASTAMINZA (H.A.),Burlada,"Hierba Artificial Árbitro: JATRI JATRI EL HEJA, SALEK",
384,STADIUM VENECIA,Zaragoza,"Hierba Artificial Árbitro: RAMMAH , MOHAMED REDA",
1318,AGORROSIN,Bergara,Hierba Artificial,
1545,IGARTZA (H.A.),Deba,Hierba Artificial,
4157,URRITXE,Amorebieta,Hierba Natural,
4162,IBERLANDA JAVIER ESCALZA,Arrankudiaga,Hierba Artificial,
4192,TABIRA 1,Durango,Hierba Artificial,
4196,ATEGORRI,Altzaga,Hierba Natural,
4234,ERROTARTE,Valle de Trapaga / Trapagaran,Hierba Artificial,
4357,MAIONA B,Barcelona,Hierba Artificial,
4359,IBARSUSI A,Bilbao,Hierba Artificial,
30160,C'AN GASPAR ( Pla de Na Tesa)F-11,Es Pla de na Tesa,"CESPED ARTIFICIAL Árbitro: BORREDA GIMENEZ, GONZALO",
50213,La Moheda - La Solana,La Solana,"HIERBA NATURAL Árbitro: CIRUELOS ESTEBAN, GUILLERMO",
62466,Los Tiradores - Cuenca,Cuenca,"CESPED ARTIFICIAL Árbitro: FERNANDEZ VERA, EDUARDO",
62497,Antonio Amorós - Caudete,Caudete,"CESPED ARTIFICIAL Árbitro: SANTOYO ARIAS, CARLOS",
109219,Nuevo campo - Villarrubia Ojos,Villarrubia de los Ojos,"CESPED ARTIFICIAL Árbitro: CARRASCO HERVAS, SAMUEL",
